size_bytes	sha256	path_relative_to_code
5618127	8b0e0e0615daa8a519d78a17ad0277081e998ebab871cd3a469b11fa10a68c60	./ThomasHelfer_multimodal-supernovae/models/clip_real/jolly-sweep-1/epoch=289-step=30450.ckpt
5618127	633c8e7b3aafa1449938f7b281c96362c08402eca76a2390ca27ff92f3c5ecae	./ThomasHelfer_multimodal-supernovae/models/clip_real/jolly-sweep-1/epoch=246-step=25935.ckpt
5618127	504c90223647ffe386951615ed430b79265359395bfe5aaddcae07d43b3cab03	./ThomasHelfer_multimodal-supernovae/models/clip_real/vague-sweep-3/epoch=414-step=43575.ckpt
5618127	338758735d369bace1c48810a11f0e6c4b24e475efa9b378a18b88b5d7f6566c	./ThomasHelfer_multimodal-supernovae/models/clip_real/stoic-sweep-5/epoch=278-step=29295.ckpt
5618127	2d7f90db59b1d626ac5550a81cc969971f55f4671aa72660ca6a661be5391332	./ThomasHelfer_multimodal-supernovae/models/clip_real/gentle-sweep-4/epoch=407-step=42840.ckpt
5618127	0ac270530ae9cc1fbd1a16b6349a572a672529d91e036a4912a5559797532620	./ThomasHelfer_multimodal-supernovae/models/clip_real/vague-sweep-3/epoch=350-step=36855.ckpt
5479148	32b4ebacfa2a3c3a01d8f9f76699614da29ce69ab99a58c02619fe52206be826	./djones1040_SALTShaker/docs/example_files/Hsiao07.dat
5421033	6972601dc82b8c3bb059d020740691cfff9a47c98fb228b0f87c92faba924d8f	./astrolabsoftware_fink-science/fink_science/data/models/AGN_binary.joblib
5411620	f9ac4f6aeed20437d732b5b1f9cc041aee1333c1489618234a2a371c7dd37110	./ThomasHelfer_multimodal-supernovae/models/clip_noiselesssimpretrain_clipreal/wandering-sweep-4/epoch=32-step=3861.ckpt
5411620	d2e35d2043eb914c232ff9a804da6b5ef7ccdb055f75cbac5a4d975fb60eb5f2	./ThomasHelfer_multimodal-supernovae/models/clip_pretrain_noiseless_flatz/drawn-sweep-1/epoch=759-step=351880.ckpt
5411620	d2a1dab9163b583728aa4995c8537fb667056596f6a2b954f7906e2e0ca490cf	./ThomasHelfer_multimodal-supernovae/models/clip_noisysimpretrain_clipreal_flatz/blooming-sweep-2/epoch=36-step=3885.ckpt
5411620	cabac0c6032e37dae31e74b4196a2d1119e700594719057ae37028cad31ddf48	./ThomasHelfer_multimodal-supernovae/models/clip_noisysimpretrain_clipreal_flatz/chocolate-sweep-5/epoch=27-step=2940.ckpt
