c5_color,c5_color_error,c5_s1,c5_s1_error,c5_s2,c5_s2_error,c5_s3,c5_s3_error,c5_luminosity,c5_luminosity_error,c5_reference_time_error,c5_predicted_redshift,c5_predicted_redshift_error,c5_amplitude,unit,epoch
-0.0093579255,0.1577971,0.007217059,0.9967159,0.00063329935,0.991914,-0.012775941,0.99459106,-21.287863792039076,0.16102508,19.9212,0.28073105,0.25717875,148.50578,1885,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-20.441113108077097,0.3101325,19.921122,0.28073123,0.2571784,68.083595,1896,E1
-0.009357363,0.1577968,0.007215554,0.9967153,0.0006305203,0.99191535,-0.012779443,0.994597,-25.322634493574185,0.039705932,19.921173,0.2807294,0.25717625,6104.608,1920,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-22.223665656397195,0.16821264,19.921179,0.28072992,0.25717777,351.6159,1924,E1
-0.0093579255,0.1577971,0.007217059,0.9967159,0.00063329935,0.991914,-0.012775941,0.99459106,-22.218737662888685,0.15407309,19.9212,0.28073105,0.25717875,350.0204,1930,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.11909526760325,0.19153717,19.921179,0.28072992,0.25717777,127.127594,1935,E1
-0.009357867,0.15779606,0.0072253887,0.99671644,0.0006317869,0.9919147,-0.012776198,0.99459887,-22.08000333055903,0.076639876,19.921137,0.28072917,0.25717685,308.0397,1940,E1
-0.009358506,0.15779658,0.0072207283,0.996715,0.0006426051,0.99191415,-0.012774518,0.99459225,-24.38073686321703,0.048821196,19.92109,0.28073025,0.25717673,2563.8716,1946,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.404632987329812,0.18175238,19.921179,0.28072992,0.25717777,165.36937,1948,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-21.798744791426707,0.24505696,19.921122,0.28073123,0.2571784,237.73622,1952,E1
-0.0093579255,0.1577971,0.007217059,0.9967159,0.00063329935,0.991914,-0.012775941,0.99459106,-21.74196726188771,0.16232981,19.9212,0.28073105,0.25717875,225.62378,1953,E1
-0.0093579255,0.1577971,0.007217059,0.9967159,0.00063329935,0.991914,-0.012775941,0.99459106,-21.91111666069142,0.14535274,19.9212,0.28073105,0.25717875,263.6607,1954,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-21.685763428722773,0.1789352,19.921162,0.28073084,0.2571783,214.24193,1956,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-20.57581388322358,0.276416,19.921122,0.28073123,0.2571784,77.076775,1963,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.776142539331765,0.15534076,19.921179,0.28072992,0.25717777,232.84079,1967,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-20.9050909217978,0.28605068,19.921122,0.28073123,0.2571784,104.3839,1973,E1
-0.0093579255,0.1577971,0.007217059,0.9967159,0.00063329935,0.991914,-0.012775941,0.99459106,-21.611554206467787,0.15918316,19.9212,0.28073105,0.25717875,200.08763,1975,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-21.219655106579218,0.20476046,19.921162,0.28073084,0.2571783,139.46373,1977,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-21.04403788856164,0.25878912,19.921162,0.28073084,0.2571783,118.63539,1980,E1
-0.009358176,0.15779668,0.0072218645,0.9967138,0.00062254816,0.99191433,-0.012772603,0.99459547,-21.869680167643224,0.08918918,19.921137,0.2807305,0.2571786,253.78854,1987,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-21.044612000500116,0.24776946,19.921162,0.28073084,0.2571783,118.69804,1988,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.408623160669656,0.16825911,19.921179,0.28072992,0.25717777,165.97838,1995,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-21.594879740157175,0.29904017,19.921122,0.28073123,0.2571784,197.0378,1998,E1
-0.009357867,0.15779606,0.0072253887,0.99671644,0.0006317869,0.9919147,-0.012776198,0.99459887,-22.506331989616648,0.07584723,19.921137,0.28072917,0.25717685,456.18182,2005,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-22.633680762598367,0.19365662,19.921179,0.28072992,0.25717777,512.94946,2018,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-21.11971385291711,0.19427481,19.921162,0.28073084,0.2571783,127.19935,2021,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.776121558496804,0.18349566,19.921179,0.28072992,0.25717777,232.8364,2023,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-20.253170603194285,0.301589,19.921122,0.28073123,0.2571784,57.261948,2027,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-22.002975882837625,0.079126656,19.921179,0.28072992,0.25717777,286.94086,2031,E1
-0.009357867,0.15779606,0.0072253887,0.99671644,0.0006317869,0.9919147,-0.012776198,0.99459887,-22.912202427238718,0.077947736,19.921137,0.28072917,0.25717685,662.95825,2037,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-22.283890360274363,0.35583964,19.921122,0.28073123,0.2571784,371.66666,2041,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-21.665207932506952,0.27742195,19.921162,0.28073084,0.2571783,210.22375,2045,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.47687000210032,0.20579427,19.921179,0.28072992,0.25717777,176.74637,2048,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-20.734405936548562,0.18320176,19.921179,0.28072992,0.25717777,89.19999,2055,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-22.03844510880952,0.23515189,19.921122,0.28073123,0.2571784,296.4663,2058,E1
-0.00935836,0.15779701,0.007217305,0.99671364,0.0006319806,0.99191403,-0.012773806,0.99459213,-23.815031198834404,0.040269062,19.921112,0.28073183,0.25717837,1522.6793,2059,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.238743247339578,0.19369431,19.921179,0.28072992,0.25717777,141.93822,2063,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-20.494015329756785,0.24837016,19.921122,0.28073123,0.2571784,71.48319,2072,E1
-0.009358125,0.1577965,0.0072190184,0.9967186,0.0006290525,0.9919171,-0.012774946,0.9945944,-25.52924199650279,0.04342861,19.921162,0.28072926,0.25717616,7384.1655,2074,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.124748648950906,0.1399683,19.921179,0.28072992,0.25717777,127.79153,2075,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.765570105860085,0.09747711,19.921179,0.28072992,0.25717777,230.58467,2082,E1
-0.00935836,0.15779701,0.007217305,0.99671364,0.0006319806,0.99191403,-0.012773806,0.99459213,-25.764509348248467,0.037074566,19.921112,0.28073183,0.25717837,9170.639,2094,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-20.522175858532343,0.2708237,19.921162,0.28073084,0.2571783,73.361755,2109,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-20.668715546642694,0.2555382,19.921162,0.28073084,0.2571783,83.962494,2115,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-21.40596873572961,0.29015464,19.921162,0.28073084,0.2571783,165.572,2122,E1
-0.0093579255,0.1577971,0.007217059,0.9967159,0.00063329935,0.991914,-0.012775941,0.99459106,-22.008551658250013,0.1574145,19.9212,0.28073105,0.25717875,288.41586,2127,E1
-0.009358,0.15779684,0.0072240625,0.9967194,0.0006389767,0.9919126,-0.012773769,0.99459296,-22.39242191228241,0.12067339,19.921154,0.28073055,0.25717756,410.74194,2130,E1
-0.0093579255,0.1577971,0.007217059,0.9967159,0.00063329935,0.991914,-0.012775941,0.99459106,-22.60258394584767,0.13048494,19.9212,0.28073105,0.25717875,498.4612,2131,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-22.40409511501536,0.10368161,19.921179,0.28072992,0.25717777,415.1838,2139,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-21.73195178321496,0.18530278,19.921162,0.28073084,0.2571783,223.5526,2144,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.21564716274485,0.19425023,19.921179,0.28072992,0.25717777,138.95087,2149,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.77932018215403,0.15421349,19.921179,0.28072992,0.25717777,233.52339,2151,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-22.380409659693093,0.16229509,19.921179,0.28072992,0.25717777,406.22427,2157,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-22.31467687455659,0.3324207,19.921122,0.28073123,0.2571784,382.35632,2163,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-22.128260077783914,0.15488084,19.921179,0.28072992,0.25717777,322.03757,2172,E1
-0.0093579255,0.1577971,0.007217059,0.9967159,0.00063329935,0.991914,-0.012775941,0.99459106,-21.870898307419935,0.16153383,19.9212,0.28073105,0.25717875,254.07245,2184,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-21.464619706188593,0.21022213,19.921162,0.28073084,0.2571783,174.76181,2185,E1
-0.009358176,0.15779668,0.0072218645,0.9967138,0.00062254816,0.99191433,-0.012772603,0.99459547,-22.593896628824865,0.09293483,19.921137,0.2807305,0.2571786,494.49197,2186,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-20.116634958663035,0.31304294,19.921122,0.28073123,0.2571784,50.495415,2199,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-23.401951859508905,0.22207412,19.921162,0.28073084,0.2571783,1040.8298,2202,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.310196341822,0.17989038,19.921179,0.28072992,0.25717777,151.59348,2203,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-23.02567714626536,0.08536372,19.921179,0.28072992,0.25717777,735.99274,2204,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-20.658842676558542,0.2956246,19.921122,0.28073123,0.2571784,83.2022,2206,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-20.89889056495324,0.28626677,19.921162,0.28073084,0.2571783,103.78993,2207,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-21.92124425736909,0.24856171,19.921122,0.28073123,0.2571784,266.13092,2208,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-21.422949427046824,0.24209884,19.921122,0.28073123,0.2571784,168.18117,2211,E1
-0.0093579255,0.1577971,0.007217059,0.9967159,0.00063329935,0.991914,-0.012775941,0.99459106,-22.354683936692396,0.1330446,19.9212,0.28073105,0.25717875,396.70892,2217,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-23.239290656397195,0.094732806,19.921179,0.28072992,0.25717777,896.0215,2222,E1
-0.009358114,0.1577962,0.007225098,0.99671674,0.0006274432,0.9919155,-0.012773594,0.99459714,-22.982715821205353,0.072504595,19.921131,0.28072968,0.25717732,707.44037,2224,E1
-0.009357867,0.15779606,0.0072253887,0.99671644,0.0006317869,0.9919147,-0.012776198,0.99459887,-22.91636044725825,0.07653695,19.921137,0.28072917,0.25717685,665.50085,2225,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-23.06014293606028,0.095685154,19.921179,0.28072992,0.25717777,759.7305,2231,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-21.898819559493113,0.29921034,19.921122,0.28073123,0.2571784,260.69052,2245,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-22.006842078516335,0.192599,19.921179,0.28072992,0.25717777,287.96442,2250,E1
-0.009358,0.15779684,0.0072240625,0.9967194,0.0006389767,0.9919126,-0.012773769,0.99459296,-22.668195914357604,0.14481716,19.921154,0.28073055,0.25717756,529.5148,2252,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-21.77540309241906,0.20084459,19.921162,0.28073084,0.2571783,232.68086,2254,E1
-0.009357867,0.15779606,0.0072253887,0.99671644,0.0006317869,0.9919147,-0.012776198,0.99459887,-22.124414036125437,0.084714815,19.921137,0.28072917,0.25717685,320.90045,2273,E1
-0.009358,0.15779684,0.0072240625,0.9967194,0.0006389767,0.9919126,-0.012773769,0.99459296,-21.893179129689635,0.10915726,19.921154,0.28073055,0.25717756,259.34143,2275,E1
-0.009358176,0.15779668,0.0072218645,0.9967138,0.00062254816,0.99191433,-0.012772603,0.99459547,-22.02327513834635,0.0945918,19.921137,0.2807305,0.2571786,292.35492,2286,E1
-0.0093579255,0.1577971,0.007217059,0.9967159,0.00063329935,0.991914,-0.012775941,0.99459106,-21.53629213676564,0.1467789,19.9212,0.28073105,0.25717875,186.68742,2287,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.95243495876536,0.08602312,19.921179,0.28072992,0.25717777,273.88974,2291,E1
-0.009358381,0.15779655,0.0072262827,0.99671733,0.0006306693,0.99191463,-0.012774849,0.9945971,-23.047941642498884,0.06956014,19.921167,0.28072926,0.2571768,751.24426,2297,E1
-0.009358,0.15779684,0.0072240625,0.9967194,0.0006389767,0.9919126,-0.012773769,0.99459296,-21.87924022588104,0.11227974,19.921154,0.28073055,0.25717756,256.03336,2298,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.217705191919656,0.20824963,19.921179,0.28072992,0.25717777,139.2143,2299,E1
-0.009357425,0.15779641,0.0072193537,0.9967176,0.0006256774,0.99191445,-0.012779666,0.99459726,-25.632697090827804,0.026889889,19.921156,0.2807303,0.257177,8122.3184,2301,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-21.79620845130578,0.3946644,19.921162,0.28073084,0.2571783,237.18237,2306,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-20.64240306789622,0.20359017,19.921179,0.28072992,0.25717777,81.95272,2315,E1
-0.009358125,0.1577965,0.0072190184,0.9967186,0.0006290525,0.9919171,-0.012774946,0.9945944,-22.61332746098033,0.04287964,19.921162,0.28072926,0.25717616,503.42606,2317,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.571646155664773,0.07447143,19.921179,0.28072992,0.25717777,192.86836,2319,E1
-0.0093579255,0.1577971,0.007217059,0.9967159,0.00063329935,0.991914,-0.012775941,0.99459106,-21.32185655937306,0.14018062,19.9212,0.28073105,0.25717875,153.22913,2321,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-20.379519532238398,0.24248816,19.921162,0.28073084,0.2571783,64.32897,2327,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-20.731310914074335,0.20264408,19.921162,0.28073084,0.2571783,88.94541,2330,E1
-0.009357827,0.15779603,0.0072243344,0.9967159,0.0006326288,0.9919151,-0.012777483,0.9945988,-21.81956526293633,0.08899881,19.921139,0.28072906,0.2571768,242.3437,2334,E1
-0.0093585905,0.15779637,0.0072226394,0.9967152,0.00063893944,0.9919149,-0.012773579,0.99459285,-22.82074334175924,0.06610745,19.92113,0.28073007,0.25717658,609.3954,2335,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-21.539174149547968,0.2133607,19.921162,0.28073084,0.2571783,187.18408,2337,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-20.917578333296824,0.24426693,19.921122,0.28073123,0.2571784,105.5915,2342,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-20.700968207666726,0.15192881,19.921179,0.28072992,0.25717777,86.494736,2351,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.792040290186257,0.08303645,19.921179,0.28072992,0.25717777,236.27536,2354,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-20.2031866249228,0.40939254,19.921122,0.28073123,0.2571784,54.685524,2356,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-20.444988840498972,0.3038388,19.921122,0.28073123,0.2571784,68.32719,2357,E1
-0.0093585905,0.15779637,0.0072226394,0.9967152,0.00063893944,0.9919149,-0.012773579,0.99459285,-23.69402863533834,0.057289444,19.92113,0.28073007,0.25717658,1362.1136,2367,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-22.322723978438425,0.28301656,19.921122,0.28073123,0.2571784,385.20123,2373,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-20.8429054635261,0.16238573,19.921179,0.28072992,0.25717777,98.57453,2377,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-22.36004108364329,0.1352257,19.921179,0.28072992,0.25717777,398.67493,2380,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-22.045653412853632,0.21390302,19.921162,0.28073084,0.2571783,298.4421,2385,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-21.80895292130952,0.20957762,19.921122,0.28073123,0.2571784,239.98187,2390,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-23.36199420864329,0.07156267,19.921179,0.28072992,0.25717777,1003.2292,2394,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-21.206009934460077,0.20354639,19.921162,0.28073084,0.2571783,137.722,2408,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-20.77775424892649,0.2062021,19.921179,0.28072992,0.25717777,92.83332,2409,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-20.637173722301874,0.24139787,19.921162,0.28073084,0.2571783,81.5583,2414,E1
-0.009357867,0.15779606,0.0072253887,0.99671644,0.0006317869,0.9919147,-0.012776198,0.99459887,-22.47248036608149,0.07567799,19.921137,0.28072917,0.25717685,442.1779,2416,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-22.04073947841868,0.10857484,19.921179,0.28072992,0.25717777,297.09677,2419,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-20.637162278210077,0.22045152,19.921162,0.28073084,0.2571783,81.55744,2424,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-21.373146646895457,0.23556209,19.921122,0.28073123,0.2571784,160.64102,2429,E1
-0.009358,0.15779684,0.0072240625,0.9967194,0.0006389767,0.9919126,-0.012773769,0.99459296,-22.051632117360533,0.107476994,19.921154,0.28073055,0.25717756,300.09076,2430,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-21.16163356116906,0.24249768,19.921162,0.28073084,0.2571783,132.20633,2432,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-22.656738700220437,0.09569855,19.921179,0.28072992,0.25717777,523.95996,2442,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.347769202539773,0.120012656,19.921179,0.28072992,0.25717777,156.9315,2447,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-20.722551764795632,0.16198483,19.921179,0.28072992,0.25717777,88.231346,2453,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-20.365151041426707,0.2560016,19.921122,0.28073123,0.2571784,63.483093,2461,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-22.311312140772195,0.09965305,19.921179,0.28072992,0.25717777,381.1772,2467,E1
-0.009358,0.15779684,0.0072240625,0.9967194,0.0006389767,0.9919126,-0.012773769,0.99459296,-21.88996715459198,0.11604405,19.921154,0.28073055,0.25717756,258.57544,2482,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.491733969995828,0.09895638,19.921179,0.28072992,0.25717777,179.18274,2500,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-20.42384631446496,0.25027436,19.921162,0.28073084,0.2571783,67.00972,2504,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-21.410606974043894,0.21955724,19.921122,0.28073123,0.2571784,166.28024,2511,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-22.06882327968821,0.13310796,19.921179,0.28072992,0.25717777,304.88205,2514,E1
-0.009358125,0.1577965,0.0072190184,0.9967186,0.0006290525,0.9919171,-0.012774946,0.9945944,-24.641466575360212,0.043079276,19.921162,0.28072926,0.25717616,3259.8027,2517,E1
-0.009358,0.15779684,0.0072240625,0.9967194,0.0006389767,0.9919126,-0.012773769,0.99459296,-22.394514273732604,0.106442936,19.921154,0.28073055,0.25717756,411.5341,2528,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-20.17771251014367,0.38510376,19.921162,0.28073084,0.2571783,53.417496,2532,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-21.168416092907343,0.27742523,19.921162,0.28073084,0.2571783,133.03487,2534,E1
-0.0093585905,0.15779637,0.0072226394,0.9967152,0.00063893944,0.9919149,-0.012773579,0.99459285,-23.31876923592428,0.059106283,19.92113,0.28073007,0.25717658,964.07184,2553,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-21.589079926525507,0.22482009,19.921162,0.28073084,0.2571783,195.98863,2555,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.920301856348367,0.17569064,19.921179,0.28072992,0.25717777,265.903,2569,E1
-0.0093579255,0.1577971,0.007217059,0.9967159,0.00063329935,0.991914,-0.012775941,0.99459106,-21.875121177292982,0.13672933,19.9212,0.28073105,0.25717875,255.06271,2575,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-22.026749076197,0.14464392,19.921179,0.28072992,0.25717777,293.29324,2577,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-21.54776441422944,0.29601806,19.921122,0.28073123,0.2571784,188.6701,2581,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.96323818142161,0.1102254,19.921179,0.28072992,0.25717777,276.62866,2588,E1
-0.009358179,0.15779702,0.007217625,0.99671364,0.0006341338,0.991914,-0.012774138,0.99458957,-20.866505692516718,0.18728197,19.921162,0.28073084,0.2571783,100.739944,2597,E1
-0.0093579255,0.1577971,0.007217059,0.9967159,0.00063329935,0.991914,-0.012775941,0.99459106,-21.95691973075978,0.13206498,19.9212,0.28073105,0.25717875,275.02127,2602,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-22.209314765283914,0.067218125,19.921179,0.28072992,0.25717777,346.99896,2611,E1
-0.009357719,0.15779658,0.0072272737,0.9967182,0.0006307587,0.9919124,-0.012774596,0.9945984,-21.939526661220057,0.10005456,19.921114,0.28072977,0.2571776,270.6533,2618,E1
-0.009357827,0.15779603,0.0072243344,0.9967159,0.0006326288,0.9919151,-0.012777483,0.9945988,-22.317181077145314,0.08840857,19.921139,0.28072906,0.2571768,383.24612,2623,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-19.7669130500937,0.4199268,19.921122,0.28073123,0.2571784,36.590057,2626,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-22.246674002954812,0.14393827,19.921179,0.28072992,0.25717777,359.14676,2634,E1
-0.009357719,0.15779658,0.0072272737,0.9967182,0.0006307587,0.9919124,-0.012774596,0.9945984,-21.989600284877284,0.100191526,19.921114,0.28072977,0.2571776,283.42804,2637,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-22.40376323635325,0.09201232,19.921179,0.28072992,0.25717777,415.057,2638,E1
-0.009358025,0.15779682,0.0072259326,0.99671894,0.00062984973,0.991914,-0.012775911,0.9945947,-21.383531989405007,0.11847266,19.921179,0.28072992,0.25717777,162.18675,2639,E1
-0.009358881,0.15779682,0.0072231237,0.996717,0.00063512474,0.9919144,-0.012769835,0.99458927,-20.325693720259714,0.23594625,19.921122,0.28073123,0.2571784,61.217426,2643,E1
